sa4_name_2016,sa4_code,anzsco,unempratemvmt,score00,averageannualmvmt20132016mvmt,score0001,housepiceandrentpurchaseprice,weeklyrentprice,purchasescore,rentscore,incomemedian,score,occunemp,occempscore,patentsincreasepat,increasetrade,increasenewbusiness,scorepatents,scoretrademarks,scoreentries,unemprate,unempscore,total_businesses2013,total_business2014,increasetotalbus201314,incbus_score,sa4_name_2016,nswscore,state,propjvinc201316,jv_score,priorityoccup_score,occupunemprate,occunempscore,numbus_industry201315mvmt,_201315score
Sydney - Ryde,126,63,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,1.773533424,2,0,2.852111249,1,-5.630630631,0
Sydney - Ryde,126,71,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,63.18944844,3,0,3.517283791,0,-5.630630631,0
Sydney - Ryde,126,72,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,121.3250518,3,0,4.54891329,0,-5.630630631,0
Sydney - Ryde,126,73,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,121.3250518,3,0,2.452576498,2,-5.630630631,0
Sydney - Ryde,126,74,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,45.84103512,3,0,6.827084124,0,-5.630630631,0
Sydney - Ryde,126,81,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,23.84792627,3,0,5.323702597,0,-5.630630631,0
Sydney - Ryde,126,82,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,70.07874016,3,0,8.599890638,0,-5.630630631,0
Sydney - Ryde,126,83,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,28.4843869,3,0,7.394282019,0,-5.630630631,0
Sydney - Ryde,126,84,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,72.19589258,3,0,5.816067226,0,-5.630630631,0
Sydney - Ryde,126,85,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,-13.77018044,2,0,8.407560815,0,-5.630630631,0
Sydney - Ryde,126,89,7.288486006,2,2.350023327,2,1318,650,0,0,93300,3,,,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,Sydney - Ryde,,1,35.57951482,3,0,3.879472423,0,-5.630630631,0
Sydney - South West,127,11,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,23.34152334,2,0,1.775513209,3,-0.060386473,2
Sydney - South West,127,12,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,0,0,0,1.775513209,3,-0.060386473,2
Sydney - South West,127,13,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,36.45209581,2,1,1.934726957,2,-0.060386473,2
Sydney - South West,127,14,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,55.32359081,3,0,1.38456451,3,-0.060386473,2
Sydney - South West,127,21,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,44.44444444,2,0,3.044104943,1,-0.060386473,2
Sydney - South West,127,22,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,36.5630713,2,0,2.395599968,2,-0.060386473,2
Sydney - South West,127,23,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,59.55574183,3,2,2.744430198,2,-0.060386473,2
Sydney - South West,127,24,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,61.29032258,2,1,1.983106736,2,-0.060386473,2
Sydney - South West,127,25,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,49.80031949,2,3,0.842000852,3,-0.060386473,2
Sydney - South West,127,26,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,30.09463722,2,1,2.189164464,2,-0.060386473,2
Sydney - South West,127,27,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,28.47533632,1,1,1.637641677,3,-0.060386473,2
Sydney - South West,127,31,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,77.05627706,3,1,1.48376513,3,-0.060386473,2
Sydney - South West,127,32,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,44.40860215,3,2,3.672178202,0,-0.060386473,2
Sydney - South West,127,33,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,99.29824561,3,3,3.087091782,1,-0.060386473,2
Sydney - South West,127,34,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,92.81183932,3,2,3.928639959,0,-0.060386473,2
Sydney - South West,127,35,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,55.01858736,3,2,3.215717391,1,-0.060386473,2
Sydney - South West,127,36,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,52.25522552,2,0,4.462419792,0,-0.060386473,2
Sydney - South West,127,39,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,57.23923197,2,0,1.495232111,3,-0.060386473,2
Sydney - South West,127,41,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,50.64575646,2,1,3.48189448,0,-0.060386473,2
Sydney - South West,127,42,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,85.30612245,3,0,4.393815552,0,-0.060386473,2
Sydney - South West,127,43,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,37.76150628,3,0,5.277350171,0,-0.060386473,2
Sydney - South West,127,44,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,21.71492205,2,0,3.334412454,1,-0.060386473,2
Sydney - South West,127,45,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,31.03448276,2,0,2.763530685,2,-0.060386473,2
Sydney - South West,127,51,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,63.0952381,3,0,2.535082122,2,-0.060386473,2
Sydney - South West,127,52,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,63.0952381,3,0,2.826080167,1,-0.060386473,2
Sydney - South West,127,53,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,63.0952381,3,0,3.294490254,1,-0.060386473,2
Sydney - South West,127,54,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,48.72685185,3,0,4.703538895,0,-0.060386473,2
Sydney - South West,127,55,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,28.23674476,2,0,1.166403088,3,-0.060386473,2
Sydney - South West,127,56,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,77.36625514,3,0,3.351366358,1,-0.060386473,2
Sydney - South West,127,59,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,32.63506064,2,0,2.833331772,1,-0.060386473,2
Sydney - South West,127,61,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,36.63101604,3,0,1.418062031,3,-0.060386473,2
Sydney - South West,127,62,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,48.37872892,3,0,5.58626565,0,-0.060386473,2
Sydney - South West,127,63,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,1.773533424,2,0,2.852111249,1,-0.060386473,2
Sydney - South West,127,71,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,63.18944844,3,0,3.517283791,0,-0.060386473,2
Sydney - South West,127,72,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,121.3250518,3,0,4.54891329,0,-0.060386473,2
Sydney - South West,127,73,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,121.3250518,3,0,2.452576498,2,-0.060386473,2
Sydney - South West,127,74,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,45.84103512,3,0,6.827084124,0,-0.060386473,2
Sydney - South West,127,81,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,23.84792627,3,0,5.323702597,0,-0.060386473,2
Sydney - South West,127,82,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,70.07874016,3,0,8.599890638,0,-0.060386473,2
Sydney - South West,127,83,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,28.4843869,3,0,7.394282019,0,-0.060386473,2
Sydney - South West,127,84,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,72.19589258,3,0,5.816067226,0,-0.060386473,2
Sydney - South West,127,85,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,-13.77018044,2,0,8.407560815,0,-0.060386473,2
Sydney - South West,127,89,6.672377116,2,-6.069435074,1,739,450,0,0,68200,2,,,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,Sydney - South West,,1,35.57951482,3,0,3.879472423,0,-0.060386473,2
Sydney - Sutherland,128,11,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,23.34152334,2,0,1.775513209,3,-5.472103004,0
Sydney - Sutherland,128,12,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,0,0,0,1.775513209,3,-5.472103004,0
Sydney - Sutherland,128,13,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,36.45209581,2,1,1.934726957,2,-5.472103004,0
Sydney - Sutherland,128,14,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,55.32359081,3,0,1.38456451,3,-5.472103004,0
Sydney - Sutherland,128,21,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,44.44444444,2,0,3.044104943,1,-5.472103004,0
Sydney - Sutherland,128,22,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,36.5630713,2,0,2.395599968,2,-5.472103004,0
Sydney - Sutherland,128,23,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,59.55574183,3,2,2.744430198,2,-5.472103004,0
Sydney - Sutherland,128,24,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,61.29032258,2,1,1.983106736,2,-5.472103004,0
Sydney - Sutherland,128,25,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,49.80031949,2,3,0.842000852,3,-5.472103004,0
Sydney - Sutherland,128,26,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,30.09463722,2,1,2.189164464,2,-5.472103004,0
Sydney - Sutherland,128,27,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,28.47533632,1,1,1.637641677,3,-5.472103004,0
Sydney - Sutherland,128,31,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,77.05627706,3,1,1.48376513,3,-5.472103004,0
Sydney - Sutherland,128,32,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,44.40860215,3,2,3.672178202,0,-5.472103004,0
Sydney - Sutherland,128,33,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,99.29824561,3,3,3.087091782,1,-5.472103004,0
Sydney - Sutherland,128,34,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,92.81183932,3,2,3.928639959,0,-5.472103004,0
Sydney - Sutherland,128,35,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,55.01858736,3,2,3.215717391,1,-5.472103004,0
Sydney - Sutherland,128,36,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,52.25522552,2,0,4.462419792,0,-5.472103004,0
Sydney - Sutherland,128,39,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,57.23923197,2,0,1.495232111,3,-5.472103004,0
Sydney - Sutherland,128,41,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,50.64575646,2,1,3.48189448,0,-5.472103004,0
Sydney - Sutherland,128,42,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,85.30612245,3,0,4.393815552,0,-5.472103004,0
Sydney - Sutherland,128,43,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,37.76150628,3,0,5.277350171,0,-5.472103004,0
Sydney - Sutherland,128,44,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,21.71492205,2,0,3.334412454,1,-5.472103004,0
Sydney - Sutherland,128,45,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,31.03448276,2,0,2.763530685,2,-5.472103004,0
Sydney - Sutherland,128,51,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,63.0952381,3,0,2.535082122,2,-5.472103004,0
Sydney - Sutherland,128,52,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,63.0952381,3,0,2.826080167,1,-5.472103004,0
Sydney - Sutherland,128,53,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,63.0952381,3,0,3.294490254,1,-5.472103004,0
Sydney - Sutherland,128,54,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,48.72685185,3,0,4.703538895,0,-5.472103004,0
Sydney - Sutherland,128,55,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,28.23674476,2,0,1.166403088,3,-5.472103004,0
Sydney - Sutherland,128,56,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,77.36625514,3,0,3.351366358,1,-5.472103004,0
Sydney - Sutherland,128,59,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,32.63506064,2,0,2.833331772,1,-5.472103004,0
Sydney - Sutherland,128,61,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,36.63101604,3,0,1.418062031,3,-5.472103004,0
Sydney - Sutherland,128,62,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,48.37872892,3,0,5.58626565,0,-5.472103004,0
Sydney - Sutherland,128,63,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,1.773533424,2,0,2.852111249,1,-5.472103004,0
Sydney - Sutherland,128,71,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,63.18944844,3,0,3.517283791,0,-5.472103004,0
Sydney - Sutherland,128,72,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,121.3250518,3,0,4.54891329,0,-5.472103004,0
Sydney - Sutherland,128,73,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,121.3250518,3,0,2.452576498,2,-5.472103004,0
Sydney - Sutherland,128,74,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,45.84103512,3,0,6.827084124,0,-5.472103004,0
Sydney - Sutherland,128,81,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,23.84792627,3,0,5.323702597,0,-5.472103004,0
Sydney - Sutherland,128,82,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,70.07874016,3,0,8.599890638,0,-5.472103004,0
Sydney - Sutherland,128,83,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,28.4843869,3,0,7.394282019,0,-5.472103004,0
Sydney - Sutherland,128,84,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,72.19589258,3,0,5.816067226,0,-5.472103004,0
Sydney - Sutherland,128,85,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,-13.77018044,2,0,8.407560815,0,-5.472103004,0
Sydney - Sutherland,128,89,12.67437538,0,-9.394248105,0,1677.5,855,0,0,97300,3,,,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,Sydney - Sutherland,,1,35.57951482,3,0,3.879472423,0,-5.472103004,0
Ballarat,201,11,12.29298026,0,-13.47112825,0,303.5,275,3,3,55000,1,,,-44.44444444,-30.06535948,16.95685087,0,0,2,2.139011948,3,11608,11916,2.653342522,3,Ballarat,,2,99.68944099,3,0,2.370665054,3,1.090909091,3
Ballarat,201,12,12.29298026,0,-13.47112825,0,303.5,275,3,3,55000,1,,,-44.44444444,-30.06535948,16.95685087,0,0,2,2.139011948,3,11608,11916,2.653342522,3,Ballarat,,2,1,1,0,0.88720848,3,1.090909091,3
Ballarat,201,13,12.29298026,0,-13.47112825,0,303.5,275,3,3,55000,1,,,-44.44444444,-30.06535948,16.95685087,0,0,2,2.139011948,3,11608,11916,2.653342522,3,Ballarat,,2,85.10775169,3,0,2.433548324,2,1.090909091,3
Ballarat,201,14,12.29298026,0,-13.47112825,0,303.5,275,3,3,55000,1,,,-44.44444444,-30.06535948,16.95685087,0,0,2,2.139011948,3,11608,11916,2.653342522,3,Ballarat,,2,57.54245754,3,0,2.385195332,3,1.090909091,3
Ballarat,201,21,12.29298026,0,-13.47112825,0,303.5,275,3,3,55000,1,,,-44.44444444,-30.06535948,16.95685087,0,0,2,2.139011948,3,11608,11916,2.653342522,3,Ballarat,,2,266.7464115,3,0,4.31410034,0,1.090909091,3
